step	learning_rate
0	0.0010000000474974513
1	0.0010000000474974513
2	0.0010000000474974513
3	0.0010000000474974513
4	0.0010000000474974513
5	0.0010000000474974513
6	0.0010000000474974513
7	0.0010000000474974513
8	0.0010000000474974513
9	0.0010000000474974513
10	0.0010000000474974513
11	0.0010000000474974513
12	0.0005000000237487257
13	0.0005000000237487257
14	0.0005000000237487257
15	0.0002500000118743628
16	0.0002500000118743628
