step	loss
0	1.8997058868408203
1	0.6719866394996643
2	0.8949732184410095
3	0.7299870252609253
4	0.6048773527145386
5	0.6269403696060181
6	0.5834789276123047
7	0.5482012629508972
8	0.5462058186531067
9	0.9338334798812866
10	0.732075572013855
11	0.6694896817207336
12	0.5925916433334351
13	0.53887939453125
14	0.5485658645629883
15	0.5070147514343262
16	0.49637311697006226
